Cat_Namee,Can_Name,Name,C_Votes,ab_c_votes,ab_p_votes,ab_emer_votes1,rtot,Textbox5,Textbox7,Textbox11,ab_emer_votes,Textbox13
ATTORNEY GENERAL,David J. FREED,"Middletown--2nd Ward, 1st Precinct",282,14,0,0,296,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,"Middletown--2nd Ward, 2nd Precinct",286,13,2,0,301,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,"Middletown--3rd Ward, 1st Precinct",214,7,0,0,221,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,"Middletown--3rd Ward, 2nd Precinct",266,8,3,0,277,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Millersburg--1st Ward,244,3,3,0,250,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Millersburg--2nd Ward,271,14,0,0,285,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Paxtang Borough,297,6,0,0,303,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Penbrook Borough--1st Ward,78,2,0,0,80,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Penbrook Borough--2nd Ward,71,4,0,0,75,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Penbrook Borough--3rd Ward,89,0,0,0,89,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Penbrook Borough--4th Ward,115,4,0,0,119,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Royalton Borough--1st Ward,52,1,1,0,54,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Royalton Borough--2nd Ward,173,5,0,0,178,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Steelton--1st Ward,141,3,0,0,144,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,"Steelton--2nd Ward, 1st Precinct",96,4,0,0,100,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,"Steelton--2nd Ward, 2nd Precinct",103,5,0,0,108,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,"Steelton--3rd Ward, 1st Precinct",50,1,0,0,51,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,"Steelton--3rd Ward, 2nd Precinct",67,4,0,0,71,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Steelton--4th Ward,72,1,0,0,73,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Pillow Borough,73,2,0,0,75,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Williamstown--1st Ward,141,3,0,0,144,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Williamstown--2nd Ward,81,1,0,0,82,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Conewago Twp--1st Precinct,530,21,0,0,551,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Conewago Twp--2nd Precinct,433,25,0,0,458,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Derry Township--1st Precinct,514,46,1,0,561,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Derry Township--2nd Precinct,348,27,0,0,375,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Derry Township--3rd Precinct,291,21,0,0,312,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Derry Township--4th Precinct,316,8,0,0,324,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Derry Township--5th Precinct,234,20,0,0,254,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Derry Township--6th Precinct,315,5,0,0,320,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Derry Township--7th Precinct,551,32,1,0,584,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Derry Township--8th Precinct,276,18,0,0,294,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Derry Township--9th Precinct,220,9,0,0,229,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Derry Township--10th Precinct,422,36,0,0,458,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Derry Township--11th Precinct,449,38,2,0,489,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Derry Township--12th Precinct,309,13,0,0,322,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Derry Township--13th Precinct,416,25,0,0,441,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Derry Township--14th Precinct,310,16,1,0,327,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Derry Township--15th Precinct,708,48,1,0,757,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,East Hanover Township--1st Precinct,874,50,1,0,925,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,East Hanover Township--2nd Precinct,737,39,0,0,776,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Halifax Twp--1st Precinct,416,10,1,0,427,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Halifax Twp--2nd Precinct,483,15,1,0,499,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Jackson Township,499,20,1,0,520,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Jefferson Township,113,1,0,0,114,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Londonderry Twp--1st Precinct,515,22,0,0,537,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Londonderry Twp--2nd Precinct,509,24,3,0,536,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Londonderry Twp--3rd Precinct,312,7,0,0,319,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Lower Paxton Twp--1st Precinct,275,6,0,0,281,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Lower Paxton Twp--2nd Precinct,322,8,0,0,330,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Lower Paxton Twp--3rd precinct,628,16,0,0,644,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Lower Paxton Twp--4th Precinct,590,26,0,0,616,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Lower Paxton Twp--5th Precinct,337,13,0,0,350,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Lower Paxton Twp--6th Precinct,301,15,0,0,316,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Lower Paxton Twp--7th Precinct,520,28,2,0,550,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Lower Paxton Twp--8th Precinct,203,5,1,0,209,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Lower Paxton Twp--9th Precinct,320,12,1,0,333,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Lower Paxton Twp--10th Precinct,142,3,0,0,145,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Lower Paxton Twp--11th Precinct,295,13,0,0,308,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Lower Paxton Twp--12th Precinct,399,22,0,0,421,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Lower Paxton Twp--13th Precinct,420,14,0,0,434,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Lower Paxton Twp--14th Precinct,238,9,0,0,247,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Lower Paxton Twp--15th Precinct,526,16,0,0,542,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Lower Paxton Twp--16th Precinct,716,45,0,0,761,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Lower Paxton Twp--17th Precinct,306,14,0,0,320,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Lower Paxton Twp--18th Precinct,221,7,1,0,229,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Lower Paxton Twp--19th Precinct,582,45,0,0,627,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Lower Paxton Twp--20th Precinct,417,11,1,0,429,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Lower Paxton Twp--21st Precinct,626,25,0,0,651,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Lower Paxton Twp--22nd Precinct,499,32,0,0,531,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Lower Paxton Twp--23rd Precinct,402,26,0,0,428,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Lower Paxton Twp--24th Precinct,482,15,0,0,497,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Lower Paxton Twp--25th Precinct,258,11,0,0,269,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Lower Paxton Twp--26th Precinct,434,32,0,0,466,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Lower Paxton Twp--27th Precinct,415,10,0,0,425,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Lower Swatara Twp--1st Precinct,680,32,1,0,713,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Lower Swatara Twp--2nd Precinct,458,18,0,0,476,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Lower Swatara Twp--3rd Precinct,433,26,0,0,459,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Lower Swatara Twp--4th Precinct,397,21,1,0,419,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Lykens Township,221,2,0,0,223,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Middle Paxton Twp--1st Precinct,484,15,0,0,499,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Middle Paxton Twp--2nd Precinct,445,30,2,0,477,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Middle Paxton Twp--3rd Precinct,628,18,0,0,646,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Mifflin Township,159,10,2,0,171,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Reed Township,80,3,0,0,83,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Rush Township,62,3,0,0,65,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,South Hanover Twp--1st Precinct,504,34,0,0,538,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,South Hanover Twp--2nd Precinct,734,36,0,0,770,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,South Hanover Twp--3rd Precinct,572,24,5,0,601,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Susquehanna Twp--1st Ward,346,10,0,0,356,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Susquehanna Twp--2nd Ward,1063,73,0,0,1136,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Susquehanna Twp--3rd Ward 4th Dist,5,0,0,0,5,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Susquehanna Twp--3rd Ward 11th Dist,301,19,0,0,320,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Susquehanna Twp--4th Ward,413,27,0,0,440,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Susquehanna Twp--5th Ward,431,26,0,0,457,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Susquehanna Twp--6th Ward,519,22,1,0,542,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Susquehanna Twp--7th Ward,248,4,1,0,253,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Susquehanna Twp--8th Ward,588,33,0,0,621,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Susquehanna Twp--9th Ward,490,23,0,0,513,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Swatara Township--1st Ward,391,7,0,0,398,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Swatara Township--2nd Ward,222,10,1,0,233,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Swatara Township--3rd Ward,317,9,0,0,326,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Swatara Township--4th Ward,428,19,0,0,447,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Swatara Township--5th Ward,602,25,2,0,629,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Swatara Township--6th Ward,724,27,0,0,751,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Swatara Township--7th Ward,631,31,1,0,663,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Swatara Township--8th Ward,811,39,0,0,850,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Swatara Township--9th Ward,263,5,0,0,268,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Upper Paxton Twp--1st Precinct,529,22,0,0,551,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Upper Paxton Twp--2nd Precinct,375,27,0,0,402,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Washington Township,491,14,1,0,506,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Wayne Township,429,19,0,0,448,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,West Hanover Twp--1st Precinct,549,14,0,0,563,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,West Hanover Twp--2nd Precinct,521,16,1,0,538,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,West Hanover Twp--3rd Precinct,1176,64,0,0,1240,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,West Hanover Twp--4th Precinct,617,20,0,0,637,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Wiconisco Twp--1st Precinct,102,8,0,0,110,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Wiconisco Twp--2nd Precinct,103,5,0,0,108,50115,2308,55,0,52478
ATTORNEY GENERAL,David J. FREED,Williams Twp,254,6,0,0,260,50115,2308,55,0,52478
ATTORNEY GENERAL,Kathleen G. KANE,"City--1st Ward, 1st Precinct",137,7,0,0,144,63417,2036,214,0,65667
ATTORNEY GENERAL,Kathleen G. KANE,"City--1st Ward, 2nd Precinct",602,11,0,0,613,63417,2036,214,0,65667
ATTORNEY GENERAL,Kathleen G. KANE,"City--1st Ward, 3rd Precinct",606,3,29,0,638,63417,2036,214,0,65667
ATTORNEY GENERAL,Kathleen G. KANE,"City--2nd Ward, 1st Precinct",355,3,0,0,358,63417,2036,214,0,65667
ATTORNEY GENERAL,Kathleen G. KANE,"City--2nd Ward, 2nd Precinct",462,3,6,0,471,63417,2036,214,0,65667
ATTORNEY GENERAL,Kathleen G. KANE,City--3rd Ward,372,10,2,0,384,63417,2036,214,0,65667
ATTORNEY GENERAL,Kathleen G. KANE,City--4th Ward,345,19,0,0,364,63417,2036,214,0,65667
ATTORNEY GENERAL,Kathleen G. KANE,City--5th Ward,668,32,0,0,700,63417,2036,214,0,65667
ATTORNEY GENERAL,Kathleen G. KANE,City--6th Ward,343,4,0,0,347,63417,2036,214,0,65667
ATTORNEY GENERAL,Kathleen G. KANE,"City--7th Ward, 1st Precinct",271,7,5,0,283,63417,2036,214,0,65667
ATTORNEY GENERAL,Kathleen G. KANE,"City--7th Ward, 2nd Precinct",754,12,5,0,771,63417,2036,214,0,65667
ATTORNEY GENERAL,Kathleen G. KANE,City--8th Ward,711,7,4,0,722,63417,2036,214,0,65667
ATTORNEY GENERAL,Kathleen G. KANE,"City--9th Ward, 1st Precinct",283,7,1,0,291,63417,2036,214,0,65667
ATTORNEY GENERAL,Kathleen G. KANE,"City--9th Ward, 2nd Precinct",522,4,13,0,539,63417,2036,214,0,65667
ATTORNEY GENERAL,Kathleen G. KANE,"City--9th Ward, 3rd Precinct",910,15,5,0,930,63417,2036,214,0,65667
ATTORNEY GENERAL,Kathleen G. KANE,"City--9th Ward, 4th Precinct",462,18,1,0,481,63417,2036,214,0,65667
ATTORNEY GENERAL,Kathleen G. KANE,"City--9th Ward, 5th Precinct",444,6,1,0,451,63417,2036,214,0,65667
ATTORNEY GENERAL,Kathleen G. KANE,"City--10th Ward, 1st Precinct",822,8,9,0,839,63417,2036,214,0,65667
ATTORNEY GENERAL,Kathleen G. KANE,"City--10th Ward, 2nd Precinct",749,5,0,0,754,63417,2036,214,0,65667
ATTORNEY GENERAL,Kathleen G. KANE,"City--10th Ward, 3rd Precinct",197,9,0,0,206,63417,2036,214,0,65667
ATTORNEY GENERAL,Kathleen G. KANE,"City--10th Ward, 4th Precinct",767,9,7,0,783,63417,2036,214,0,65667
ATTORNEY GENERAL,Kathleen G. KANE,City--11th Ward,596,29,3,0,628,63417,2036,214,0,65667
ATTORNEY GENERAL,Kathleen G. KANE,City--12th Ward,616,23,8,0,647,63417,2036,214,0,65667
ATTORNEY GENERAL,Kathleen G. KANE,"City--13th Ward, 1st Precinct",481,10,2,0,493,63417,2036,214,0,65667
ATTORNEY GENERAL,Kathleen G. KANE,"City--13th Ward, 2nd Precinct",470,3,6,0,479,63417,2036,214,0,65667
ATTORNEY GENERAL,Kathleen G. KANE,"City--13th Ward, 3rd Precinct",573,10,0,0,583,63417,2036,214,0,65667
ATTORNEY GENERAL,Kathleen G. KANE,City--14th Ward,648,18,1,0,667,63417,2036,214,0,65667
ATTORNEY GENERAL,Kathleen G. KANE,City--15th Ward,388,3,1,0,392,63417,2036,214,0,65667
ATTORNEY GENERAL,Kathleen G. KANE,Berrysburg Borough,55,2,0,0,57,63417,2036,214,0,65667
ATTORNEY GENERAL,Kathleen G. KANE,Dauphin Borough,161,6,0,0,167,63417,2036,214,0,65667
ATTORNEY GENERAL,Kathleen G. KANE,Elizabethville Borough,188,7,0,0,195,63417,2036,214,0,65667
ATTORNEY GENERAL,Kathleen G. KANE,Gratz Borough,91,0,0,0,91,63417,2036,214,0,65667
ATTORNEY GENERAL,Kathleen G. KANE,Halifax Borough,96,3,0,0,99,63417,2036,214,0,65667
ATTORNEY GENERAL,Kathleen G. KANE,Highspire--1st Precinct,246,10,0,0,256,63417,2036,214,0,65667
ATTORNEY GENERAL,Kathleen G. KANE,Highspire--2nd Precinct,262,5,0,0,267,63417,2036,214,0,65667
ATTORNEY GENERAL,Kathleen G. KANE,Hummelstown--1st Precinct,332,8,0,0,340,63417,2036,214,0,65667
ATTORNEY GENERAL,Kathleen G. KANE,Hummelstown--2nd Precinct,544,21,0,0,565,63417,2036,214,0,65667
ATTORNEY GENERAL,Kathleen G. KANE,Lykens Borough--1st Ward,111,2,0,0,113,63417,2036,214,0,65667
ATTORNEY GENERAL,Kathleen G. KANE,Lykens Borough--2nd Ward,160,2,0,0,162,63417,2036,214,0,65667
ATTORNEY GENERAL,Kathleen G. KANE,"Middletown--1st Ward, 1st Precinct",193,7,1,0,201,63417,2036,214,0,65667
ATTORNEY GENERAL,Kathleen G. KANE,"Middletown--1st Ward, 2nd Precinct",316,6,6,0,328,63417,2036,214,0,65667
ATTORNEY GENERAL,Kathleen G. KANE,"Middletown--2nd Ward, 1st Precinct",325,10,3,0,338,63417,2036,214,0,65667
ATTORNEY GENERAL,Kathleen G. KANE,"Middletown--2nd Ward, 2nd Precinct",375,6,4,0,385,63417,2036,214,0,65667
ATTORNEY GENERAL,Kathleen G. KANE,"Middletown--3rd Ward, 1st Precinct",181,0,3,0,184,63417,2036,214,0,65667
ATTORNEY GENERAL,Kathleen G. KANE,"Middletown--3rd Ward, 2nd Precinct",248,6,5,0,259,63417,2036,214,0,65667
ATTORNEY GENERAL,Kathleen G. KANE,Millersburg--1st Ward,155,4,0,0,159,63417,2036,214,0,65667
ATTORNEY GENERAL,Kathleen G. KANE,Millersburg--2nd Ward,222,2,0,0,224,63417,2036,214,0,65667
ATTORNEY GENERAL,Kathleen G. KANE,Paxtang Borough,456,12,0,0,468,63417,2036,214,0,65667
ATTORNEY GENERAL,Kathleen G. KANE,Penbrook Borough--1st Ward,188,4,0,0,192,63417,2036,214,0,65667
ATTORNEY GENERAL,Kathleen G. KANE,Penbrook Borough--2nd Ward,207,4,0,0,211,63417,2036,214,0,65667
ATTORNEY GENERAL,Kathleen G. KANE,Penbrook Borough--3rd Ward,182,1,0,0,183,63417,2036,214,0,65667
ATTORNEY GENERAL,Kathleen G. KANE,Penbrook Borough--4th Ward,223,7,0,0,230,63417,2036,214,0,65667
ATTORNEY GENERAL,Kathleen G. KANE,Royalton Borough--1st Ward,67,3,1,0,71,63417,2036,214,0,65667
ATTORNEY GENERAL,Kathleen G. KANE,Royalton Borough--2nd Ward,145,1,0,0,146,63417,2036,214,0,65667
ATTORNEY GENERAL,Kathleen G. KANE,Steelton--1st Ward,224,4,0,0,228,63417,2036,214,0,65667
ATTORNEY GENERAL,Kathleen G. KANE,"Steelton--2nd Ward, 1st Precinct",369,7,4,0,380,63417,2036,214,0,65667
ATTORNEY GENERAL,Kathleen G. KANE,"Steelton--2nd Ward, 2nd Precinct",193,3,3,0,199,63417,2036,214,0,65667
ATTORNEY GENERAL,Kathleen G. KANE,"Steelton--3rd Ward, 1st Precinct",200,2,0,0,202,63417,2036,214,0,65667
ATTORNEY GENERAL,Kathleen G. KANE,"Steelton--3rd Ward, 2nd Precinct",286,5,0,0,291,63417,2036,214,0,65667
ATTORNEY GENERAL,Kathleen G. KANE,Steelton--4th Ward,309,4,0,0,313,63417,2036,214,0,65667
ATTORNEY GENERAL,Kathleen G. KANE,Pillow Borough,58,0,0,0,58,63417,2036,214,0,65667
ATTORNEY GENERAL,Kathleen G. KANE,Williamstown--1st Ward,118,1,0,0,119,63417,2036,214,0,65667
ATTORNEY GENERAL,Kathleen G. KANE,Williamstown--2nd Ward,92,0,0,0,92,63417,2036,214,0,65667
ATTORNEY GENERAL,Kathleen G. KANE,Conewago Twp--1st Precinct,248,4,0,0,252,63417,2036,214,0,65667
ATTORNEY GENERAL,Kathleen G. KANE,Conewago Twp--2nd Precinct,257,9,0,0,266,63417,2036,214,0,65667
ATTORNEY GENERAL,Kathleen G. KANE,Derry Township--1st Precinct,518,42,0,0,560,63417,2036,214,0,65667
ATTORNEY GENERAL,Kathleen G. KANE,Derry Township--2nd Precinct,307,25,0,0,332,63417,2036,214,0,65667
ATTORNEY GENERAL,Kathleen G. KANE,Derry Township--3rd Precinct,364,12,0,0,376,63417,2036,214,0,65667
ATTORNEY GENERAL,Kathleen G. KANE,Derry Township--4th Precinct,290,4,2,0,296,63417,2036,214,0,65667
ATTORNEY GENERAL,Kathleen G. KANE,Derry Township--5th Precinct,207,13,0,0,220,63417,2036,214,0,65667
ATTORNEY GENERAL,Kathleen G. KANE,Derry Township--6th Precinct,254,10,0,0,264,63417,2036,214,0,65667
ATTORNEY GENERAL,Kathleen G. KANE,Derry Township--7th Precinct,378,20,0,0,398,63417,2036,214,0,65667
ATTORNEY GENERAL,Kathleen G. KANE,Derry Township--8th Precinct,288,21,0,0,309,63417,2036,214,0,65667
