Cat_Namee,Can_Name,Name,C_Votes,ab_c_votes,ab_p_votes,ab_emer_votes1,rtot,Textbox5,Textbox7,Textbox11,ab_emer_votes,Textbox13
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,"Middletown--2nd Ward, 2nd Precinct",147,3,0,0,150,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,"Middletown--3rd Ward, 1st Precinct",84,1,0,0,85,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,"Middletown--3rd Ward, 2nd Precinct",120,2,0,0,122,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Millersburg--1st Ward,76,2,0,0,78,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Millersburg--2nd Ward,97,2,0,0,99,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Paxtang Borough,283,6,0,0,289,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Penbrook Borough--1st Ward,100,0,0,0,100,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Penbrook Borough--2nd Ward,88,1,0,0,89,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Penbrook Borough--3rd Ward,90,0,0,0,90,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Penbrook Borough--4th Ward,123,2,0,0,125,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Royalton Borough--1st Ward,30,0,0,0,30,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Royalton Borough--2nd Ward,50,1,0,0,51,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Steelton--1st Ward,120,1,0,0,121,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,"Steelton--2nd Ward, 1st Precinct",205,4,0,0,209,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,"Steelton--2nd Ward, 2nd Precinct",83,0,0,0,83,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,"Steelton--3rd Ward, 1st Precinct",83,1,0,0,84,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,"Steelton--3rd Ward, 2nd Precinct",173,4,0,0,177,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Steelton--4th Ward,193,3,0,0,196,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Pillow Borough,27,0,0,0,27,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Williamstown--1st Ward,65,1,0,0,66,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Williamstown--2nd Ward,39,0,1,0,40,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Conewago Twp--1st Precinct,125,1,0,0,126,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Conewago Twp--2nd Precinct,121,7,0,0,128,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Derry Township--1st Precinct,304,10,0,0,314,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Derry Township--2nd Precinct,213,8,0,0,221,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Derry Township--3rd Precinct,219,7,0,0,226,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Derry Township--4th Precinct,158,2,0,0,160,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Derry Township--5th Precinct,117,3,0,0,120,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Derry Township--6th Precinct,145,0,1,0,146,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Derry Township--7th Precinct,190,7,0,0,197,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Derry Township--8th Precinct,155,4,0,0,159,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Derry Township--9th Precinct,141,3,0,0,144,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Derry Township--10th Precinct,147,9,0,0,156,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Derry Township--11th Precinct,233,8,0,0,241,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Derry Township--12th Precinct,176,17,0,0,193,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Derry Township--13th Precinct,200,11,0,0,211,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Derry Township--14th Precinct,172,2,0,0,174,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Derry Township--15th Precinct,310,6,0,0,316,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,East Hanover Township--1st Precinct,252,11,0,0,263,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,East Hanover Township--2nd Precinct,192,3,0,0,195,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Halifax Twp--1st Precinct,131,2,0,0,133,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Halifax Twp--2nd Precinct,105,6,0,0,111,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Jackson Township,158,1,0,0,159,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Jefferson Township,35,0,0,0,35,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Londonderry Twp--1st Precinct,153,3,0,0,156,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Londonderry Twp--2nd Precinct,155,0,0,0,155,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Londonderry Twp--3rd Precinct,80,0,0,0,80,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Lower Paxton Twp--1st Precinct,175,3,0,0,178,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Lower Paxton Twp--2nd Precinct,254,4,0,0,258,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Lower Paxton Twp--3rd precinct,280,4,2,0,286,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Lower Paxton Twp--4th Precinct,262,7,0,0,269,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Lower Paxton Twp--5th Precinct,216,5,0,0,221,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Lower Paxton Twp--6th Precinct,261,16,0,0,277,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Lower Paxton Twp--7th Precinct,260,9,0,0,269,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Lower Paxton Twp--8th Precinct,224,3,0,0,227,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Lower Paxton Twp--9th Precinct,114,6,0,0,120,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Lower Paxton Twp--10th Precinct,272,4,0,0,276,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Lower Paxton Twp--11th Precinct,228,6,1,0,235,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Lower Paxton Twp--12th Precinct,242,15,0,0,257,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Lower Paxton Twp--13th Precinct,230,3,0,0,233,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Lower Paxton Twp--14th Precinct,221,8,0,0,229,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Lower Paxton Twp--15th Precinct,242,10,0,0,252,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Lower Paxton Twp--16th Precinct,329,8,0,0,337,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Lower Paxton Twp--17th Precinct,237,4,0,0,241,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Lower Paxton Twp--18th Precinct,245,6,0,0,251,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Lower Paxton Twp--19th Precinct,345,14,0,0,359,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Lower Paxton Twp--20th Precinct,200,5,0,0,205,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Lower Paxton Twp--21st Precinct,325,12,0,0,337,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Lower Paxton Twp--22nd Precinct,210,4,0,0,214,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Lower Paxton Twp--23rd Precinct,200,3,0,0,203,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Lower Paxton Twp--24th Precinct,217,6,0,0,223,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Lower Paxton Twp--25th Precinct,193,15,0,0,208,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Lower Paxton Twp--26th Precinct,309,13,0,0,322,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Lower Paxton Twp--27th Precinct,221,2,0,0,223,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Lower Swatara Twp--1st Precinct,225,5,0,0,230,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Lower Swatara Twp--2nd Precinct,189,9,0,0,198,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Lower Swatara Twp--3rd Precinct,217,10,0,0,227,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Lower Swatara Twp--4th Precinct,137,5,0,0,142,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Lykens Township,46,0,0,0,46,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Middle Paxton Twp--1st Precinct,202,3,0,0,205,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Middle Paxton Twp--2nd Precinct,217,6,0,0,223,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Middle Paxton Twp--3rd Precinct,207,9,0,0,216,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Mifflin Township,27,4,0,0,31,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Reed Township,12,3,0,0,15,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Rush Township,9,0,0,0,9,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,South Hanover Twp--1st Precinct,183,8,0,0,191,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,South Hanover Twp--2nd Precinct,285,7,2,0,294,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,South Hanover Twp--3rd Precinct,173,8,0,0,181,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Susquehanna Twp--1st Ward,501,9,0,0,510,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Susquehanna Twp--2nd Ward,880,37,0,0,917,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Susquehanna Twp--3rd Ward,528,15,0,0,543,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Susquehanna Twp--4th Ward,494,12,0,0,506,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Susquehanna Twp--5th Ward,400,17,0,0,417,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Susquehanna Twp--6th Ward,362,9,0,0,371,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Susquehanna Twp--7th Ward,370,1,0,0,371,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Susquehanna Twp--8th Ward,612,18,0,0,630,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Susquehanna Twp--9th Ward,682,14,0,0,696,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Swatara Township--1st Ward,261,2,1,0,264,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Swatara Township--2nd Ward,214,14,0,0,228,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Swatara Township--3rd Ward,309,3,0,0,312,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Swatara Township--4th Ward,267,6,0,0,273,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Swatara Township--5th Ward,365,12,3,0,380,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Swatara Township--6th Ward,401,4,1,0,406,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Swatara Township--7th Ward,450,15,0,0,465,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Swatara Township--8th Ward,354,6,0,0,360,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Swatara Township--9th Ward,187,2,0,0,189,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Upper Paxton Twp--1st Precinct,142,2,1,0,145,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Upper Paxton Twp--2nd Precinct,77,3,0,0,80,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Washington Township,151,7,0,0,158,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Wayne Township,101,1,0,0,102,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,West Hanover Twp--1st Precinct,113,3,0,0,116,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,West Hanover Twp--2nd Precinct,179,4,2,0,185,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,West Hanover Twp--3rd Precinct,489,19,0,0,508,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,West Hanover Twp--4th Precinct,219,5,0,0,224,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Wiconisco Twp--1st Precinct,47,0,0,0,47,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Wiconisco Twp--2nd Precinct,40,0,0,0,40,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Dan  ONORATO,Williams Twp,68,2,0,0,70,33903,882,28,0,34813
GOVERNOR AND LIEUTENANT GOVERNOR,Tom  CORBETT,"City--1st Ward, 1st Precinct",62,0,0,0,62,51672,1567,22,0,53261
GOVERNOR AND LIEUTENANT GOVERNOR,Tom  CORBETT,"City--1st Ward, 2nd Precinct",111,5,0,0,116,51672,1567,22,0,53261
GOVERNOR AND LIEUTENANT GOVERNOR,Tom  CORBETT,"City--1st Ward, 3rd Precinct",34,0,0,0,34,51672,1567,22,0,53261
GOVERNOR AND LIEUTENANT GOVERNOR,Tom  CORBETT,"City--2nd Ward, 1st Precinct",50,0,0,0,50,51672,1567,22,0,53261
GOVERNOR AND LIEUTENANT GOVERNOR,Tom  CORBETT,"City--2nd Ward, 2nd Precinct",56,3,0,0,59,51672,1567,22,0,53261
GOVERNOR AND LIEUTENANT GOVERNOR,Tom  CORBETT,City--3rd Ward,78,4,0,0,82,51672,1567,22,0,53261
GOVERNOR AND LIEUTENANT GOVERNOR,Tom  CORBETT,City--4th Ward,106,10,0,0,116,51672,1567,22,0,53261
GOVERNOR AND LIEUTENANT GOVERNOR,Tom  CORBETT,City--5th Ward,184,10,0,0,194,51672,1567,22,0,53261
GOVERNOR AND LIEUTENANT GOVERNOR,Tom  CORBETT,City--6th Ward,103,4,0,0,107,51672,1567,22,0,53261
GOVERNOR AND LIEUTENANT GOVERNOR,Tom  CORBETT,"City--7th Ward, 1st Precinct",38,4,0,0,42,51672,1567,22,0,53261
GOVERNOR AND LIEUTENANT GOVERNOR,Tom  CORBETT,"City--7th Ward, 2nd Precinct",53,2,0,0,55,51672,1567,22,0,53261
GOVERNOR AND LIEUTENANT GOVERNOR,Tom  CORBETT,City--8th Ward,33,2,0,0,35,51672,1567,22,0,53261
GOVERNOR AND LIEUTENANT GOVERNOR,Tom  CORBETT,"City--9th Ward, 1st Precinct",36,0,0,0,36,51672,1567,22,0,53261
GOVERNOR AND LIEUTENANT GOVERNOR,Tom  CORBETT,"City--9th Ward, 2nd Precinct",31,0,0,0,31,51672,1567,22,0,53261
GOVERNOR AND LIEUTENANT GOVERNOR,Tom  CORBETT,"City--9th Ward, 3rd Precinct",50,1,0,0,51,51672,1567,22,0,53261
GOVERNOR AND LIEUTENANT GOVERNOR,Tom  CORBETT,"City--9th Ward, 4th Precinct",107,7,0,0,114,51672,1567,22,0,53261
GOVERNOR AND LIEUTENANT GOVERNOR,Tom  CORBETT,"City--9th Ward, 5th Precinct",100,4,0,0,104,51672,1567,22,0,53261
GOVERNOR AND LIEUTENANT GOVERNOR,Tom  CORBETT,"City--10th Ward, 1st Precinct",117,2,0,0,119,51672,1567,22,0,53261
GOVERNOR AND LIEUTENANT GOVERNOR,Tom  CORBETT,"City--10th Ward, 2nd Precinct",29,1,0,0,30,51672,1567,22,0,53261
GOVERNOR AND LIEUTENANT GOVERNOR,Tom  CORBETT,"City--10th Ward, 3rd Precinct",72,8,0,0,80,51672,1567,22,0,53261
GOVERNOR AND LIEUTENANT GOVERNOR,Tom  CORBETT,"City--10th Ward, 4th Precinct",56,0,0,0,56,51672,1567,22,0,53261
GOVERNOR AND LIEUTENANT GOVERNOR,Tom  CORBETT,City--11th Ward,70,37,0,0,107,51672,1567,22,0,53261
GOVERNOR AND LIEUTENANT GOVERNOR,Tom  CORBETT,City--12th Ward,151,4,0,0,155,51672,1567,22,0,53261
GOVERNOR AND LIEUTENANT GOVERNOR,Tom  CORBETT,"City--13th Ward, 1st Precinct",102,1,0,0,103,51672,1567,22,0,53261
GOVERNOR AND LIEUTENANT GOVERNOR,Tom  CORBETT,"City--13th Ward, 2nd Precinct",171,0,0,0,171,51672,1567,22,0,53261
GOVERNOR AND LIEUTENANT GOVERNOR,Tom  CORBETT,"City--13th Ward, 3rd Precinct",146,3,0,0,149,51672,1567,22,0,53261
GOVERNOR AND LIEUTENANT GOVERNOR,Tom  CORBETT,City--14th Ward,214,9,0,0,223,51672,1567,22,0,53261
GOVERNOR AND LIEUTENANT GOVERNOR,Tom  CORBETT,City--15th Ward,27,1,0,0,28,51672,1567,22,0,53261
GOVERNOR AND LIEUTENANT GOVERNOR,Tom  CORBETT,Berrysburg Borough,99,0,0,0,99,51672,1567,22,0,53261
GOVERNOR AND LIEUTENANT GOVERNOR,Tom  CORBETT,Dauphin Borough,206,7,0,0,213,51672,1567,22,0,53261
GOVERNOR AND LIEUTENANT GOVERNOR,Tom  CORBETT,Elizabethville Borough,318,5,0,0,323,51672,1567,22,0,53261
GOVERNOR AND LIEUTENANT GOVERNOR,Tom  CORBETT,Gratz Borough,159,3,0,0,162,51672,1567,22,0,53261
